Queue rank,Evidence tier,Business,Category,City,State,Phone,Email,Rating,Reviews,Current primary offer,Website score,Website status,Google verification link,Exact Google Maps link,Verify before pitch,Data freshness,Source(s),Contact name,Contact title,Status,Notes
186,Verify website first,Don's Pool Services,Pool service,Glendale,AZ,(623) 915-7804,,4.7,3,Reviews,77,Website build candidate · no site in source,https://maps.google.com/?cid=1174756010875064976&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://maps.google.com/?cid=1174756010875064976&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Jul 8 source has no website; search the business name and phone before calling.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,
187,Verify website first,Waterbug Pool Service,Pool service,Apache Junction,AZ,(480) 735-1291,,4,3,Reviews,77,Website build candidate · no site in source,https://maps.google.com/?cid=608822356981966525&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://maps.google.com/?cid=608822356981966525&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Jul 8 source has no website; search the business name and phone before calling.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,
188,Verify website first,Ember Overhead Door & Development,Garage door service,Laveen Village,AZ,(480) 447-9174,,5,2,Research First,77,Website build candidate · no site in source,https://maps.google.com/?cid=382035363564003332&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://maps.google.com/?cid=382035363564003332&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Jul 8 source has no website; search the business name and phone before calling.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,
189,Verify website first,First Choice Garage Door's Repair,Garage door service,Queen Creek,AZ,(480) 790-7110,,5,2,Research First,77,Website build candidate · no site in source,https://maps.google.com/?cid=3320263107328528018&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://maps.google.com/?cid=3320263107328528018&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Jul 8 source has no website; search the business name and phone before calling.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,
190,Verify website first,Scottsdale Door Repair Solutions,Garage door service,Scottsdale,AZ,(480) 637-4173,,5,2,Research First,77,Website build candidate · no site in source,https://maps.google.com/?cid=14146127519412961514&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://maps.google.com/?cid=14146127519412961514&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Jul 8 source has no website; search the business name and phone before calling.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,
191,Verify website first,Arrow-Tree Olive Spraying,Tree service,Phoenix,AZ,'+1 602-369-8733,,5,2,Research First,57,No website in vendor source · manual check required,"https://www.google.com/maps/place/Arrow-Tree+Olive+Spraying/@33.5052355,-112.02874489999999,14z/data=!4m8!1m2!2m1!1sArrow-Tree+Olive+Spraying!3m4!1s0x872b0d720938458f:0xe27abc6d1ad0c990!8m2!3d33.5052355!4d-112.02874489999999","https://www.google.com/maps/place/Arrow-Tree+Olive+Spraying/@33.5052355,-112.02874489999999,14z/data=!4m8!1m2!2m1!1sArrow-Tree+Olive+Spraying!3m4!1s0x872b0d720938458f:0xe27abc6d1ad0c990!8m2!3d33.5052355!4d-112.02874489999999",Source record only; verify immediately before outreach.,2026-05-15,Tree-service Outscraper · May 15,,,,
192,Verify website first,Maricopa Pool Marshall,Pool service,Maricopa,AZ,(520) 261-6821,,3.5,2,Research First,77,Website build candidate · no site in source,https://maps.google.com/?cid=12374273186119180111&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://maps.google.com/?cid=12374273186119180111&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Jul 8 source has no website; search the business name and phone before calling.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,
193,Verify website first,Owens Pool Service,Pool service,Maricopa,AZ,(520) 450-3324,,5,1,Research First,77,Website build candidate · no site in source,https://maps.google.com/?cid=560777837402569205&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://maps.google.com/?cid=560777837402569205&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Jul 8 source has no website; search the business name and phone before calling.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,
194,Verify website first,"Reef Pool Company, LLC",Pool service,Cave Creek,AZ,(602) 367-1588,,5,1,Research First,77,Website build candidate · no site in source,https://maps.google.com/?cid=2360335751027525234&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://maps.google.com/?cid=2360335751027525234&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Jul 8 source has no website; search the business name and phone before calling.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,
195,Verify website first,Anderson's landscaping LLC,Contractor,Phoenix,AZ,'+1 480-708-0221,,5,1,Research First,57,No website in vendor source · manual check required,"https://www.google.com/maps/place/Anderson%27s+landscaping+LLC/@33.647560999999996,-112.03184789999999,14z/data=!4m8!1m2!2m1!1sAnderson%27s+landscaping+LLC!3m4!1s0x872b71c3971aaaab:0xa141bbb1b9801896!8m2!3d33.647560999999996!4d-112.03184789999999","https://www.google.com/maps/place/Anderson%27s+landscaping+LLC/@33.647560999999996,-112.03184789999999,14z/data=!4m8!1m2!2m1!1sAnderson%27s+landscaping+LLC!3m4!1s0x872b71c3971aaaab:0xa141bbb1b9801896!8m2!3d33.647560999999996!4d-112.03184789999999",Source record only; verify immediately before outreach.,2026-05-15,Tree-service Outscraper · May 15,,,,
196,Verify website first,Tree Specialty,Tree service,Phoenix,AZ,'+1 623-229-7144,,5,1,Research First,57,No website in vendor source · manual check required,"https://www.google.com/maps/place/Tree+Specialty/@33.4821688,-111.99936129999999,14z/data=!4m8!1m2!2m1!1sTree+Specialty!3m4!1s0x872b0daa17b0c5f1:0x393a1debb4a62894!8m2!3d33.4821688!4d-111.99936129999999","https://www.google.com/maps/place/Tree+Specialty/@33.4821688,-111.99936129999999,14z/data=!4m8!1m2!2m1!1sTree+Specialty!3m4!1s0x872b0daa17b0c5f1:0x393a1debb4a62894!8m2!3d33.4821688!4d-111.99936129999999",Source record only; verify immediately before outreach.,2026-05-15,Tree-service Outscraper · May 15,,,,
197,Verify website first,Scotty's Pools,Pool service,Tempe,AZ,(602) 741-3637,,4,1,Reviews,77,Website build candidate · no site in source,https://maps.google.com/?cid=3694775784527400042&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://maps.google.com/?cid=3694775784527400042&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Jul 8 source has no website; search the business name and phone before calling.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,
198,Verify website first,Marvin lanscaping,Servicio de limpieza,Phoenix,AZ,'+1 602-575-7958,,1,1,Research First,57,No website in vendor source · manual check required,"https://www.google.com/maps/place/Marvin+lanscaping/@33.6386651,-112.02354849999999,14z/data=!4m8!1m2!2m1!1sMarvin+lanscaping!3m4!1s0x872b7190d083b77d:0x6c2669571821179e!8m2!3d33.6386651!4d-112.02354849999999","https://www.google.com/maps/place/Marvin+lanscaping/@33.6386651,-112.02354849999999,14z/data=!4m8!1m2!2m1!1sMarvin+lanscaping!3m4!1s0x872b7190d083b77d:0x6c2669571821179e!8m2!3d33.6386651!4d-112.02354849999999",Source record only; verify immediately before outreach.,2026-05-15,Tree-service Outscraper · May 15,,,,
199,Verify website first,A Quality Electric,Electrician,Phoenix,AZ,'+1 602-867-0806,,3.6,23,Research First,61,No website in source · manual check required,https://www.google.com/search?q=A%20Quality%20Electric%20Phoenix%20AZ%20%2B1%20602-867-0806,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
200,Verify website first,Pez’s Appliance Works LLC,Appliance repair service,Avondale,AZ,'+1 602-492-0000,,2,23,Research First,61,No website in source · manual check required,https://www.google.com/search?q=Pez%E2%80%99s%20Appliance%20Works%20LLC%20Avondale%20AZ%20%2B1%20602-492-0000,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
201,Verify website first,"Polaris Refrigeration, Inc.",Air conditioning contractor,Phoenix,AZ,'+1 602-484-4519,,3.5,20,Research First,61,No website in source · manual check required,https://www.google.com/search?q=Polaris%20Refrigeration%2C%20Inc.%20Phoenix%20AZ%20%2B1%20602-484-4519,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
202,Verify website first,Legacy Roofing,Roofing contractor,Glendale,AZ,'+1 623-581-0274,,3.5,13,Research First,61,No website in source · manual check required,https://www.google.com/search?q=Legacy%20Roofing%20Glendale%20AZ%20%2B1%20623-581-0274,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
203,Verify website first,WEST VALLEY REPAIR SERVICE LLC,Air conditioning contractor,Avondale,AZ,'+1 623-225-4055,,3.8,12,Research First,61,No website in source · manual check required,https://www.google.com/search?q=WEST%20VALLEY%20REPAIR%20SERVICE%20LLC%20Avondale%20AZ%20%2B1%20623-225-4055,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
204,Verify website first,Abco Roofing,Roofing contractor,Peoria,AZ,'+1 602-348-5207,,3.7,11,Research First,61,No website in source · manual check required,https://www.google.com/search?q=Abco%20Roofing%20Peoria%20AZ%20%2B1%20602-348-5207,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
205,Verify website first,Connect Electrical Co,Electrician,Phoenix,AZ,'+1 602-536-5018,,3,11,Research First,61,No website in source · manual check required,https://www.google.com/search?q=Connect%20Electrical%20Co%20Phoenix%20AZ%20%2B1%20602-536-5018,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
206,Verify website first,PAINTERS INK LLC,Painter,Surprise,AZ,'+1 602-405-1781,,3.8,10,Research First,61,No website in source · manual check required,https://www.google.com/search?q=PAINTERS%20INK%20LLC%20Surprise%20AZ%20%2B1%20602-405-1781,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
207,Verify website first,Anthem Electric,Electrician,Phoenix,AZ,'+1 602-669-3809,,5,9,Research First,57,No website in source · manual check required,https://www.google.com/search?q=Anthem%20Electric%20Phoenix%20AZ%20%2B1%20602-669-3809,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
208,Verify website first,New River Air Conditioning,HVAC contractor,Phoenix area - exact city unknown,AZ,'+1 602-786-8286,,5,9,Research First,57,No website in source · manual check required,https://www.google.com/search?q=New%20River%20Air%20Conditioning%20AZ%20%2B1%20602-786-8286,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
209,Verify website first,Pino's Contracting & Home,General contractor,Buckeye,AZ,'+1 623-853-1954,,3.4,9,Research First,57,No website in source · manual check required,https://www.google.com/search?q=Pino's%20Contracting%20%26%20Home%20Buckeye%20AZ%20%2B1%20623-853-1954,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
210,Verify website first,LeForce Painting,Painting,Phoenix area - exact city unknown,AZ,'+1 623-734-7894,,5,8,Research First,57,No website in source · manual check required,https://www.google.com/search?q=LeForce%20Painting%20AZ%20%2B1%20623-734-7894,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
211,Verify website first,PFM Roofing,Roofing contractor,Phoenix area - exact city unknown,AZ,'+1 480-274-1940,,5,8,Research First,57,No website in source · manual check required,https://www.google.com/search?q=PFM%20Roofing%20AZ%20%2B1%20480-274-1940,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
212,Verify website first,Thomas Electrical Contractors,Electrician,Phoenix,AZ,'+1 602-268-8620,,4.5,8,Reviews,57,No website in source · manual check required,https://www.google.com/search?q=Thomas%20Electrical%20Contractors%20Phoenix%20AZ%20%2B1%20602-268-8620,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
213,Verify website first,Advance Roofing Systems,Roofing contractor,Goodyear,AZ,'+1 602-540-4019,,4,8,Reviews,57,No website in source · manual check required,https://www.google.com/search?q=Advance%20Roofing%20Systems%20Goodyear%20AZ%20%2B1%20602-540-4019,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
214,Verify website first,Prime Electric Co.,Electrician,Phoenix,AZ,'+1 602-313-3679,,4,8,Reviews,57,No website in source · manual check required,https://www.google.com/search?q=Prime%20Electric%20Co.%20Phoenix%20AZ%20%2B1%20602-313-3679,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
215,Verify website first,S&J Precision Paint LLC,Painting,Buckeye,AZ,'+1 623-523-7110,,5,7,Research First,57,No website in source · manual check required,https://www.google.com/search?q=S%26J%20Precision%20Paint%20LLC%20Buckeye%20AZ%20%2B1%20623-523-7110,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
216,Verify website first,TWC Painting & Drywall LLC.,Painting,Phoenix area - exact city unknown,AZ,'+1 602-620-2128,,5,7,Research First,57,No website in source · manual check required,https://www.google.com/search?q=TWC%20Painting%20%26%20Drywall%20LLC.%20AZ%20%2B1%20602-620-2128,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
217,Verify website first,Jump Electric,Electrician,Phoenix,AZ,'+1 602-536-5020,,4.6,7,Reviews,57,No website in source · manual check required,https://www.google.com/search?q=Jump%20Electric%20Phoenix%20AZ%20%2B1%20602-536-5020,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
218,Verify website first,Alexander Juarez Painting LLC,Painter,Phoenix area - exact city unknown,AZ,'+1 602-878-2439,,5,6,Research First,57,No website in source · manual check required,https://www.google.com/search?q=Alexander%20Juarez%20Painting%20LLC%20AZ%20%2B1%20602-878-2439,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
219,Verify website first,Grand Electric Phoenix,Electrician,Phoenix,AZ,'+1 602-669-4875,,5,6,Research First,57,No website in source · manual check required,https://www.google.com/search?q=Grand%20Electric%20Phoenix%20Phoenix%20AZ%20%2B1%20602-669-4875,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
220,Verify website first,IC Painting,Painter,Phoenix area - exact city unknown,AZ,'+1 602-882-9494,,5,6,Research First,57,No website in source · manual check required,https://www.google.com/search?q=IC%20Painting%20AZ%20%2B1%20602-882-9494,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
221,Verify website first,Navarrete Electric DBA,Electrician,Avondale,AZ,'+1 480-406-1694,,5,6,Research First,57,No website in source · manual check required,https://www.google.com/search?q=Navarrete%20Electric%20DBA%20Avondale%20AZ%20%2B1%20480-406-1694,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
222,Verify website first,"Plumbers Near Me, Water Heater, and Plumbing Services of Phoenix",Plumber,Phoenix,AZ,'+1 602-887-0240,,5,6,Research First,57,No website in source · manual check required,https://www.google.com/search?q=Plumbers%20Near%20Me%2C%20Water%20Heater%2C%20and%20Plumbing%20Services%20of%20Phoenix%20Phoenix%20AZ%20%2B1%20602-887-0240,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
223,Verify website first,"US Comfort Air Conditioning, LLC",HVAC contractor,Phoenix area - exact city unknown,AZ,'+1 602-434-7180,,5,6,Research First,57,No website in source · manual check required,https://www.google.com/search?q=US%20Comfort%20Air%20Conditioning%2C%20LLC%20AZ%20%2B1%20602-434-7180,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
224,Verify website first,Aaron’s Paints,Painting,Phoenix area - exact city unknown,AZ,'+1 623-850-6939,,5,5,Research First,57,No website in source · manual check required,https://www.google.com/search?q=Aaron%E2%80%99s%20Paints%20AZ%20%2B1%20623-850-6939,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
225,Verify website first,Grand Electric LLC,Electrician,Phoenix,AZ,'+1 928-264-4961,,5,5,Research First,57,No website in source · manual check required,https://www.google.com/search?q=Grand%20Electric%20LLC%20Phoenix%20AZ%20%2B1%20928-264-4961,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
226,Verify website first,Mc Electric,Electric motor repair shop,Phoenix,AZ,'+1 602-272-6775,,5,5,Research First,57,No website in source · manual check required,https://www.google.com/search?q=Mc%20Electric%20Phoenix%20AZ%20%2B1%20602-272-6775,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
227,Verify website first,"NB Magic Painting, LLC.",Painting,Phoenix,AZ,'+1 480-295-9032,,5,5,Research First,57,No website in source · manual check required,https://www.google.com/search?q=NB%20Magic%20Painting%2C%20LLC.%20Phoenix%20AZ%20%2B1%20480-295-9032,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
228,Verify website first,Preferred Electrical,Electrician,Surprise,AZ,'+1 909-800-5923,,5,5,Research First,57,No website in source · manual check required,https://www.google.com/search?q=Preferred%20Electrical%20Surprise%20AZ%20%2B1%20909-800-5923,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
229,Verify website first,Prime HVAC contractor,HVAC contractor,Goodyear,AZ,'+1 623-920-0074,,4.8,5,Reviews,57,No website in source · manual check required,https://www.google.com/search?q=Prime%20HVAC%20contractor%20Goodyear%20AZ%20%2B1%20623-920-0074,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
230,Verify website first,"""FINAL TOUCH PAINTING, LLC / Quality Contractors, LLC"" Minor Home Improvements ""A Sun City Contractor""",Painting,Phoenix area - exact city unknown,AZ,'+1 623-878-8427,,4.4,5,Reviews,57,No website in source · manual check required,https://www.google.com/search?q=%22FINAL%20TOUCH%20PAINTING%2C%20LLC%20%2F%20Quality%20Contractors%2C%20LLC%22%20Minor%20Home%20Improvements%20%22A%20Sun%20City%20Contractor%22%20AZ%20%2B1%20623-878-8427,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
231,Verify website first,A Call Painting,Contractor,Goodyear,AZ,'+1 602-422-3648,,4.2,5,Reviews,57,No website in source · manual check required,https://www.google.com/search?q=A%20Call%20Painting%20Goodyear%20AZ%20%2B1%20602-422-3648,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
232,Verify website first,Moran Plumbing LLC,Contractor,Buckeye,AZ,'+1 623-293-7095,,1.8,5,Research First,57,No website in source · manual check required,https://www.google.com/search?q=Moran%20Plumbing%20LLC%20Buckeye%20AZ%20%2B1%20623-293-7095,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
233,Verify website first,Phx General Construction Llc,General contractor,Phoenix area - exact city unknown,AZ,'+1 602-486-7041,,5,4,Research First,57,No website in source · manual check required,https://www.google.com/search?q=Phx%20General%20Construction%20Llc%20AZ%20%2B1%20602-486-7041,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
234,Verify website first,Power Electric of Phoenix,Electrician,Phoenix,AZ,'+1 602-894-0611,,5,4,Research First,57,No website in source · manual check required,https://www.google.com/search?q=Power%20Electric%20of%20Phoenix%20Phoenix%20AZ%20%2B1%20602-894-0611,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
235,Verify website first,Quality HVAC Repair Phoenix,HVAC contractor,Phoenix,AZ,'+1 480-210-9778,,5,4,Research First,57,No website in source · manual check required,https://www.google.com/search?q=Quality%20HVAC%20Repair%20Phoenix%20Phoenix%20AZ%20%2B1%20480-210-9778,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
236,Verify website first,Spark Electric Inc,Electrician,Surprise,AZ,'+1 520-581-8140,,5,4,Research First,57,No website in source · manual check required,https://www.google.com/search?q=Spark%20Electric%20Inc%20Surprise%20AZ%20%2B1%20520-581-8140,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
237,Verify website first,State Electrical Contractors,Electrician,Phoenix area - exact city unknown,AZ,'+1 480-837-9765,,5,4,Research First,57,No website in source · manual check required,https://www.google.com/search?q=State%20Electrical%20Contractors%20AZ%20%2B1%20480-837-9765,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
238,Verify website first,Tino's Painting LLC,Painting,Phoenix area - exact city unknown,AZ,'+1 602-318-1553,,5,4,Research First,57,No website in source · manual check required,https://www.google.com/search?q=Tino's%20Painting%20LLC%20AZ%20%2B1%20602-318-1553,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
239,Verify website first,TRACK - Smarter Home Air Conditioning Phoenix,HVAC contractor,Phoenix,AZ,'+1 602-962-8722,,5,4,Research First,57,No website in source · manual check required,https://www.google.com/search?q=TRACK%20-%20Smarter%20Home%20Air%20Conditioning%20Phoenix%20Phoenix%20AZ%20%2B1%20602-962-8722,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
240,Verify website first,Tymeson Electric,Electrician,Goodyear,AZ,'+1 623-293-3478,,5,4,Research First,57,No website in source · manual check required,https://www.google.com/search?q=Tymeson%20Electric%20Goodyear%20AZ%20%2B1%20623-293-3478,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
241,Verify website first,Universal HVAC Repair Buckeye AZ,HVAC contractor,Buckeye,AZ,'+1 623-469-6427,,5,4,Research First,57,No website in source · manual check required,https://www.google.com/search?q=Universal%20HVAC%20Repair%20Buckeye%20AZ%20Buckeye%20AZ%20%2B1%20623-469-6427,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
242,Verify website first,CID Electrical Arizona LLC,Electrician,Surprise,AZ,'+1 623-255-0366,,4.8,4,Reviews,57,No website in source · manual check required,https://www.google.com/search?q=CID%20Electrical%20Arizona%20LLC%20Surprise%20AZ%20%2B1%20623-255-0366,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
243,Verify website first,Shon’s Electrical Services,Electrician,Phoenix area - exact city unknown,AZ,'+1 623-292-9909,,4.3,4,Reviews,57,No website in source · manual check required,https://www.google.com/search?q=Shon%E2%80%99s%20Electrical%20Services%20AZ%20%2B1%20623-292-9909,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
244,Verify website first,Desert Royal Painting,Painter,Phoenix area - exact city unknown,AZ,'+1 602-723-2420,,4,4,Reviews,57,No website in source · manual check required,https://www.google.com/search?q=Desert%20Royal%20Painting%20AZ%20%2B1%20602-723-2420,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
245,Verify website first,Star's Roofing Llc,Roofing contractor,Phoenix area - exact city unknown,AZ,'+1 602-614-6356,,4,4,Reviews,57,No website in source · manual check required,https://www.google.com/search?q=Star's%20Roofing%20Llc%20AZ%20%2B1%20602-614-6356,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
246,Verify website first,Waddell AC Repair,HVAC contractor,Phoenix area - exact city unknown,AZ,'+1 623-244-4361,,4,4,Reviews,57,No website in source · manual check required,https://www.google.com/search?q=Waddell%20AC%20Repair%20AZ%20%2B1%20623-244-4361,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
247,Verify website first,Abel's Roofing Repair.,Roofing contractor,Phoenix,AZ,'+1 602-574-2760,,3,4,Research First,57,No website in source · manual check required,https://www.google.com/search?q=Abel's%20Roofing%20Repair.%20Phoenix%20AZ%20%2B1%20602-574-2760,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
248,Verify website first,B&B Propainting,Painter,Avondale,AZ,'+1 385-207-9562,,5,3,Research First,57,No website in source · manual check required,https://www.google.com/search?q=B%26B%20Propainting%20Avondale%20AZ%20%2B1%20385-207-9562,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
249,Verify website first,Cardinal Electric Surprise,Electrician,Phoenix area - exact city unknown,AZ,'+1 623-387-4935,,5,3,Research First,57,No website in source · manual check required,https://www.google.com/search?q=Cardinal%20Electric%20Surprise%20AZ%20%2B1%20623-387-4935,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
250,Verify website first,color crafters painting LLC,Painting,Buckeye,AZ,'+1 602-471-5473,,5,3,Research First,57,No website in source · manual check required,https://www.google.com/search?q=color%20crafters%20painting%20LLC%20Buckeye%20AZ%20%2B1%20602-471-5473,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
251,Verify website first,Escalante's Plumbing,Plumber,Phoenix,AZ,'+1 602-758-8442,,5,3,Research First,57,No website in source · manual check required,https://www.google.com/search?q=Escalante's%20Plumbing%20Phoenix%20AZ%20%2B1%20602-758-8442,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
252,Verify website first,Exquisite Painting,Painter,Phoenix area - exact city unknown,AZ,'+1 623-451-6088,,5,3,Research First,57,No website in source · manual check required,https://www.google.com/search?q=Exquisite%20Painting%20AZ%20%2B1%20623-451-6088,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
253,Verify website first,Goodyear Air Conditioning & Heater Repair | Free Estimates,HVAC contractor,Phoenix area - exact city unknown,AZ,'+1 623-777-9448,,5,3,Research First,57,No website in source · manual check required,https://www.google.com/search?q=Goodyear%20Air%20Conditioning%20%26%20Heater%20Repair%20%7C%20Free%20Estimates%20AZ%20%2B1%20623-777-9448,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
254,Verify website first,JORGE ROOFING,Roofing contractor,Phoenix,AZ,'+1 602-687-3230,,5,3,Research First,57,No website in source · manual check required,https://www.google.com/search?q=JORGE%20ROOFING%20Phoenix%20AZ%20%2B1%20602-687-3230,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
255,Verify website first,Kad Electric Co,Electrician,Surprise,AZ,'+1 623-278-2622,,5,3,Research First,57,No website in source · manual check required,https://www.google.com/search?q=Kad%20Electric%20Co%20Surprise%20AZ%20%2B1%20623-278-2622,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
