lead_id,priority_score,normalized_need_score,qualification,qualification_reason,confidence_score,review_opportunity_score,profile_gap_score,website_opportunity_score,business_value_score,reachability_score,business_name,niche,google_primary_category,category_fit,category_assessment,phone,phone_e164,line_type,carrier_name,cell_status,phone_queue,potential_owner_name,owner_source_url,owner_confidence,contact_window_estimate,city,market_city,state,street,postal_code,google_rating,google_reviews,google_rank_in_source_query,source_query_result_count,source_query_median_reviews,review_gap_summary,website,website_domain,website_opportunity,website_audited,website_audit_status,website_final_url,website_http_status,website_has_mobile_viewport,website_uses_wordpress,entry_offer,core_offer,website_offer,public_demand_proxy,profile_claimed_signal,profile_gaps,generic_listing_risk,likely_chain_or_franchise,google_maps_url,primary_place_id,source_query,scraped_at,legacy_priority_rank,duplicate_listing_count,alternate_business_names,alternate_place_ids,alternate_phones,overall_rank,call_ready_rank,call_queue_rank
phone:+16232928992,60,55,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,24,4,2,15,10,Glendale HVAC Contractor Pro LLC,hvac contractor,HVAC contractor,Yes,Target service category,(623) 292-8992,+16232928992,nonFixedVoip,Onvoy/3 - Sinch,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Glendale,Glendale,Arizona,4817 W Cheryl Dr,85302,5,15,3,7,57,15 reviews vs 57 median in this Google result set,https://www.prohvacofglendale.com/?utm_source=google&utm_medium=organic,prohvacofglendale.com,Basic technical checks pass,Yes,Basic checks pass,https://www.prohvacofglendale.com/?utm_source=google&utm_medium=organic,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible,No,No,https://www.google.com/maps/search/?api=1&query=Glendale%20HVAC%20Contractor%20Pro%20LLC&query_place_id=ChIJS9DQIXNrK4cR3mUkL6XvkIc,ChIJS9DQIXNrK4cR3mUkL6XvkIc,HVAC contractor Glendale AZ,2026-07-10T03:40:13.187Z,0,1,,,,50,50,77
phone:+14806648098,60,55,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,22,6,2,15,10,Apple Plumbing Services,plumber,Plumber,Yes,Target service category,(480) 664-8098,+14806648098,nonFixedVoip,Bandwidth/13 - Bandwidth.com - Infobip,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Scottsdale,Scottsdale,Arizona,15207 N 75th St #111,85260,4.7,239,4,7,540,239 reviews vs 540 median in this Google result set,https://www.appleplumbingaz.com/,appleplumbingaz.com,Basic technical checks pass,Yes,Basic checks pass,https://appleplumbingaz.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Apple%20Plumbing%20Services&query_place_id=ChIJf1Zih6MLK4cRLQNPe7ckz2s,ChIJf1Zih6MLK4cRLQNPe7ckz2s,plumber Scottsdale AZ,2026-07-10T03:39:58.394Z,0,1,,,,55,55,78
phone:+16233037736,60,55,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,24,4,2,15,10,Flow Tech Plumbing,plumber,Plumber,Yes,Target service category,(623) 303-7736,+16233037736,nonFixedVoip,Twilio - SMS/MMS-SVR,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Peoria,Peoria,Arizona,10530 W Sands Dr,85383,5,368,7,7,1531,368 reviews vs 1531 median in this Google result set,https://www.flowtechplumbingaz.com/peoria-plumbing-services,flowtechplumbingaz.com,Basic technical checks pass,Yes,Basic checks pass,https://www.flowtechplumbingaz.com/peoria-plumbing-services,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,description not visible,No,No,https://www.google.com/maps/search/?api=1&query=Flow%20Tech%20Plumbing&query_place_id=ChIJCYRgO4NdK4cRpouUFHqRBsQ,ChIJCYRgO4NdK4cRpouUFHqRBsQ,plumber Peoria AZ,2026-07-10T03:38:20.141Z,0,1,,,,57,57,79
phone:+15203397228,60,55,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,24,4,2,15,10,City Heating and Cooling LLC,hvac contractor,HVAC contractor,Yes,Target service category,(520) 339-7228,+15203397228,nonFixedVoip,Twilio - SMS/MMS-SVR,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Tucson,Tucson,Arizona,3382 E Holladay St,85706,5,435,6,7,2219,435 reviews vs 2219 median in this Google result set,https://www.cityheatingandcooling.org/,cityheatingandcooling.org,Basic technical checks pass,Yes,Basic checks pass,https://www.cityheatingandcooling.org/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,description not visible,No,No,https://www.google.com/maps/search/?api=1&query=City%20Heating%20and%20Cooling%20LLC&query_place_id=ChIJ_1ulZpK_HwgRLtqa0AWkBqQ,ChIJ_1ulZpK_HwgRLtqa0AWkBqQ,HVAC contractor Tucson AZ,2026-07-10T03:40:14.078Z,0,1,,,,58,58,80
phone:+15203311416,60,57,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,21,10,2,13,9,Tucson Professional Landscaping,landscaper,Landscape designer,Yes,Target service category,(520) 331-1416,+15203311416,fixedVoip,Comcast,landline,VoIP - fixed,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Tucson,Arizona,,,4.5,52,5,7,70,52 reviews vs 70 median in this Google result set,http://tucsonprofessionallandscaping.com/,tucsonprofessionallandscaping.com,Basic technical checks pass,Yes,Basic checks pass,https://tucsonprofessionallandscaping.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,hours not visible; description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Tucson%20Professional%20Landscaping&query_place_id=ChIJ5T3NrOZz1oYRN8DAqrSRPJg,ChIJ5T3NrOZz1oYRN8DAqrSRPJg,landscaper Tucson AZ,2026-07-10T03:39:16.079Z,0,1,,,,59,59,81
phone:+14805777748,59,54,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,19,8,2,15,10,Rainwater Plumbing and HVAC,plumber,Plumber,Yes,Target service category,(480) 577-7748,+14805777748,nonFixedVoip,Bandwidth/15 - Bandwidth.com - SVR,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Chandler,Chandler,Arizona,1000 N Hamilton St Suite C-5,85225,4.7,88,4,7,151,88 reviews vs 151 median in this Google result set,http://www.rainwaterplumbing.com/,rainwaterplumbing.com,Basic technical checks pass,Yes,Basic checks pass,https://rainwaterplumbing.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; fewer than 10 images,No,No,https://www.google.com/maps/search/?api=1&query=Rainwater%20Plumbing%20and%20HVAC&query_place_id=ChIJ0ZHrD6OpK4cRcK0SlCaSTRw,ChIJ0ZHrD6OpK4cRcK0SlCaSTRw,plumber Chandler AZ,2026-07-10T03:39:23.914Z,0,1,,,,60,60,82
phone:+19285971623,58,53,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,18,8,2,15,10,PHD Plumbing,plumber,Plumber,Yes,Target service category,(928) 597-1623,+19285971623,nonFixedVoip,Twilio - SMS/MMS-SVR,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Yuma,Yuma,Arizona,4275 30th Pl,85365,4.8,207,5,7,265,207 reviews vs 265 median in this Google result set,http://www.phdyuma.com/?utm_source=gmb,phdyuma.com,Basic technical checks pass,Yes,Basic checks pass,https://phdyuma.com/?utm_source=gmb,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=PHD%20Plumbing&query_place_id=ChIJ-zEzWLtf1oAR9UtwWek5IQA,ChIJ-zEzWLtf1oAR9UtwWek5IQA,plumber Yuma AZ,2026-07-10T03:38:44.931Z,0,1,,,,63,63,83
phone:+16027370521,57,54,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,23,4,2,13,10,Helix Landscape Design and Construction,landscaper,Landscape designer,Yes,Target service category,(602) 737-0521,+16027370521,nonFixedVoip,Twilio - SMS/MMS-SVR,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Gilbert,Gilbert,Arizona,1877 W Pinon Ct,85233,4.9,37,5,7,135,37 reviews vs 135 median in this Google result set,https://helixlandscaping.net/,helixlandscaping.net,Basic technical checks pass,Yes,Basic checks pass,https://helixlandscaping.net/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible,No,No,https://www.google.com/maps/search/?api=1&query=Helix%20Landscape%20Design%20and%20Construction&query_place_id=ChIJJW9wXzUyZkkRvyAvKi7F-Ys,ChIJJW9wXzUyZkkRvyAvKi7F-Ys,landscaper Gilbert AZ,2026-07-10T03:39:38.724Z,0,1,,,,66,66,84
phone:+19287743593,57,52,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,17,8,2,15,10,Mountain High Plumbing Inc,plumber,Plumber,Yes,Target service category,(928) 774-3593,+19287743593,fixedVoip,"Cablevision Lightpath, Inc.",landline,VoIP - fixed,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Flagstaff,Flagstaff,Arizona,2000 E 6th Ave B,86004,4.1,100,2,7,148,100 reviews vs 148 median in this Google result set,http://www.mountainhighplumbing.net/,mountainhighplumbing.net,Basic technical checks pass,Yes,Basic checks pass,https://mountainhighplumbing.net/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Mountain%20High%20Plumbing%20Inc&query_place_id=ChIJH44_5xaPLYcR-SN1_oNCsYI,ChIJH44_5xaPLYcR-SN1_oNCsYI,plumber Flagstaff AZ,2026-07-10T03:40:05.831Z,0,1,,,,67,67,85
phone:+16239377532,57,52,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,15,10,2,15,10,Jaycox Air Conditioning And Heating,hvac contractor,Air conditioning contractor,Yes,Target service category,(623) 937-7532,+16239377532,nonFixedVoip,Twilio - SMS/MMS-SVR,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Surprise,Surprise,Arizona,13041 W Grand Ave,85374,4.6,130,8,7,136,130 reviews vs 136 median in this Google result set,http://jaycoxac.com/,jaycoxac.com,Basic technical checks pass,Yes,Basic checks pass,https://www.jaycoxac.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Jaycox%20Air%20Conditioning%20And%20Heating&query_place_id=ChIJywfty6NEK4cRT-GAXOeHHbk,ChIJywfty6NEK4cRT-GAXOeHHbk,HVAC contractor Surprise AZ,2026-07-10T03:40:09.002Z,0,1,,,,69,69,86
phone:+14805657408,57,52,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,21,4,2,15,10,Sun Valley Air Conditioning & Heating,hvac contractor,Air conditioning contractor,Yes,Target service category,(480) 565-7408,+14805657408,nonFixedVoip,Twilio - SMS/MMS-SVR,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Gilbert,Gilbert,Arizona,541 E Spur Ave,85296,5,134,5,7,501,134 reviews vs 501 median in this Google result set,https://sunvalleyac.com/?utm_campaign=gmb,sunvalleyac.com,Basic technical checks pass,Yes,Basic checks pass,https://www.sunvalleyac.com/?utm_campaign=gmb,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,description not visible,No,No,https://www.google.com/maps/search/?api=1&query=Sun%20Valley%20Air%20Conditioning%20%26%20Heating&query_place_id=ChIJsRN5tEEh1IMRl5QmvFS24vQ,ChIJsRN5tEEh1IMRl5QmvFS24vQ,HVAC contractor Gilbert AZ,2026-07-10T03:39:53.253Z,0,1,,,,70,70,87
phone:+14804594424,56,51,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,20,4,2,15,10,Water Pros Plumbing,plumber,Plumber,Yes,Target service category,(480) 459-4424,+14804594424,nonFixedVoip,Twilio - SMS/MMS-SVR,voip(maybe cell),VoIP - possible mobile,Mitch Allen. As,https://waterprosplumbing.com/about/,Explicit website text,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Gilbert,Gilbert,Arizona,757 N Golden Key St C,85233,5,155,5,7,500,155 reviews vs 500 median in this Google result set,https://waterprosplumbing.com/,waterprosplumbing.com,Basic technical checks pass,Yes,Basic checks pass,https://waterprosplumbing.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,description not visible,No,No,https://www.google.com/maps/search/?api=1&query=Water%20Pros%20Plumbing&query_place_id=ChIJEd-9XWSpK4cRn5uy_NZzrLE,ChIJEd-9XWSpK4cRn5uy_NZzrLE,plumber Gilbert AZ,2026-07-10T03:39:53.581Z,0,1,,,,71,71,88
phone:+14803537267,56,51,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,20,4,2,15,10,Instant Plumbing and Rooter,plumber,Plumber,Yes,Target service category,(480) 353-7267,+14803537267,nonFixedVoip,Bandwidth/15 - Bandwidth.com - SVR,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Glendale,Glendale,Arizona,4340 W Charleston Ave,85308,5,364,6,7,1121,364 reviews vs 1121 median in this Google result set,https://instant.plumbing/?utm_source=organic&utm_medium=gbp&utm_campaign=testing&utm_id=9x10&utm_term=post,instant.plumbing,Basic technical checks pass,Yes,Basic checks pass,https://instant.plumbing/?utm_source=organic&utm_medium=gbp&utm_campaign=testing&utm_id=9x10&utm_term=post,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,description not visible,No,No,https://www.google.com/maps/search/?api=1&query=Instant%20Plumbing%20and%20Rooter&query_place_id=ChIJxdvFNQxpK4cRMjZCXTBlDtA,ChIJxdvFNQxpK4cRMjZCXTBlDtA,plumber Glendale AZ,2026-07-10T03:39:35.967Z,0,1,,,,72,72,89
phone:+16026107638,56,51,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,20,4,2,15,10,Superior Heating and Air Conditioning,hvac contractor,Air conditioning repair service,Yes,Target service category,(602) 610-7638,+16026107638,nonFixedVoip,Twilio - SMS/MMS-SVR,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Chandler,Chandler,Arizona,995 S Hamilton St,85225,4.9,438,2,7,988,438 reviews vs 988 median in this Google result set,https://www.shac.co/,shac.co,Basic technical checks pass,Yes,Basic checks pass,https://www.shac.co/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Now: Usually not busy,Likely claimed,description not visible,No,No,https://www.google.com/maps/search/?api=1&query=Superior%20Heating%20and%20Air%20Conditioning&query_place_id=ChIJWc7xsEiqK4cREv3B66BPxts,ChIJWc7xsEiqK4cREv3B66BPxts,HVAC contractor Chandler AZ,2026-07-10T03:39:56.798Z,0,1,,,,73,73,90
phone:+16028342160,56,51,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,20,4,2,15,10,Scottsdale Air Heating & Cooling,hvac contractor,HVAC contractor,Yes,Target service category,(602) 834-2160,+16028342160,nonFixedVoip,Bandwidth/13 - Bandwidth.com - Infobip,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Phoenix,Phoenix,Arizona,4747 E Thomas Rd Ste F,85018,4.9,466,5,7,1449,466 reviews vs 1449 median in this Google result set,https://scottsdaleair.com/?utm_source=google&utm_medium=gmb&utm_campaign=SDA_ORG_EVER_A_GBP_Listing_PHOENIX,scottsdaleair.com,Basic technical checks pass,Yes,Basic checks pass,https://scottsdaleair.com/?utm_source=google&utm_medium=gmb&utm_campaign=SDA_ORG_EVER_A_GBP_Listing_PHOENIX,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,description not visible,No,No,https://www.google.com/maps/search/?api=1&query=Scottsdale%20Air%20Heating%20%26%20Cooling&query_place_id=ChIJlzlFE_cMK4cR0RUC2ynarq4,ChIJlzlFE_cMK4cR0RUC2ynarq4,HVAC contractor Phoenix AZ,2026-07-10T03:38:57.121Z,0,1,,,,74,74,91
phone:+16029320124,56,51,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,16,8,2,15,10,HVAC Near Me,hvac contractor,HVAC contractor,Yes,Target service category,(602) 932-0124,+16029320124,nonFixedVoip,Bandwidth/RingCentral Messaging - Sinch,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Chandler,Chandler,Arizona,947 W Redwood Dr,85248,5,600,3,7,988,600 reviews vs 988 median in this Google result set,https://hvacnearme.today/,hvacnearme.today,Basic technical checks pass,Yes,Basic checks pass,https://hvacnearme.today/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Large lifetime review footprint,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=HVAC%20Near%20Me&query_place_id=ChIJ1TvObs4nxWoRWpM1jeqgdVs,ChIJ1TvObs4nxWoRWpM1jeqgdVs,HVAC contractor Chandler AZ,2026-07-10T03:39:56.315Z,0,1,,,,75,75,92
phone:+16239365400,56,51,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,18,6,2,15,10,Anthony's Plumbing,plumber,Plumber,Yes,Target service category,(623) 936-5400,+16239365400,nonFixedVoip,Bandwidth/13 - Bandwidth.com - Infobip,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Phoenix,Phoenix,Arizona,1201 N 54th Ave #127,85043,4.8,645,7,7,1124,645 reviews vs 1124 median in this Google result set,https://www.dayandnightair.com/anthonysplumbing/?utm_source=Anthony%27s%20GMB%20redirect%20to%20DNT&utm_medium=Anthony%27s%20GMB&utm_campaign=redirect%20to%20DNT%20page,dayandnightair.com,Basic technical checks pass,Yes,Basic checks pass,https://www.dayandnightair.com/anthonysplumbing/?utm_source=Anthony%27s%20GMB%20redirect%20to%20DNT&utm_medium=Anthony%27s%20GMB&utm_campaign=redirect%20to%20DNT%20page,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Large lifetime review footprint,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Anthony's%20Plumbing&query_place_id=ChIJnXhcG7U_K4cR4pCZXJy6MYo,ChIJnXhcG7U_K4cR4pCZXJy6MYo,plumber Phoenix AZ,2026-07-10T03:38:57.832Z,0,1,,,,76,76,93
phone:+16028409229,56,51,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,16,8,2,15,10,Benefit Air Conditioning,hvac contractor,HVAC contractor,Yes,Target service category,(602) 840-9229,+16028409229,nonFixedVoip,Twilio - SMS/MMS-SVR,voip(maybe cell),VoIP - possible mobile,Ken Dotterer,https://www.benefitair.com/,Explicit website text,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Phoenix,Phoenix,Arizona,1315 W Indian School Rd,85013,4.9,738,7,7,1449,738 reviews vs 1449 median in this Google result set,http://www.benefitair.com/,benefitair.com,Basic technical checks pass,Yes,Basic checks pass,https://www.benefitair.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Large lifetime review footprint,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Benefit%20Air%20Conditioning&query_place_id=ChIJT6Jz6j4MK4cRnKm9sj6lxtI,ChIJT6Jz6j4MK4cRnKm9sj6lxtI,HVAC contractor Phoenix AZ,2026-07-10T03:38:55.794Z,0,1,,,,77,77,94
phone:+16232633300,55,50,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,15,8,2,15,10,ChillTek AC Repair,hvac contractor,Air conditioning repair service,Yes,Target service category,(623) 263-3300,+16232633300,nonFixedVoip,Onvoy/3 - Sinch,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Glendale,Glendale,Arizona,7155 W Campo Bello Dr #4,85308,5,57,5,7,57,57 reviews vs 57 median in this Google result set,https://www.chilltekacrepairglendale.com/,chilltekacrepairglendale.com,Basic technical checks pass,Yes,Basic checks pass,https://chilltekacrepairglendale.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Now: Usually a little busy,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=ChillTek%20AC%20Repair&query_place_id=ChIJVVV55UdoK4cRY-pz2AxW7KQ,ChIJVVV55UdoK4cRY-pz2AxW7KQ,HVAC contractor Glendale AZ,2026-07-10T03:40:56.069Z,0,1,,,,82,82,95
phone:+14807907314,55,52,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,21,4,2,13,10,Dream Retreats Landscape Design & Construction,landscaper,Landscape designer,Yes,Target service category,(480) 790-7314,+14807907314,nonFixedVoip,Twilio - SMS/MMS-SVR,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Gilbert,Gilbert,Arizona,2919 E Bonanza Rd,85297,4.8,72,2,7,135,72 reviews vs 135 median in this Google result set,https://dream-retreats.com/gilbert/?utm_source=googlebusinessprofile&utm_medium=organic&utm_campaign=Google+Business+Profile,dream-retreats.com,Basic technical checks pass,Yes,Basic checks pass,https://dream-retreats.com/gilbert/?utm_source=googlebusinessprofile&utm_medium=organic&utm_campaign=Google+Business+Profile,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible,No,No,https://www.google.com/maps/search/?api=1&query=Dream%20Retreats%20Landscape%20Design%20%26%20Construction&query_place_id=ChIJt3btvvCsK4cR0LXQverdTA0,ChIJt3btvvCsK4cR0LXQverdTA0,landscaper Gilbert AZ,2026-07-10T03:39:41.021Z,0,1,,,,83,83,96
phone:+14809340407,55,50,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,15,8,2,15,10,Honest Air Inc.,hvac contractor,Air conditioning contractor,Yes,Target service category,(480) 934-0407,+14809340407,nonFixedVoip,Bandwidth SMSEnabled - Bandwidth CLEC - Sinch,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Mesa,Mesa,Arizona,2942 N Greenfield Rd Ste 147,85215,4.8,147,4,7,170,147 reviews vs 170 median in this Google result set,https://honestairconditioning.net/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Mesa-AZ,honestairconditioning.net,Basic technical checks pass,Yes,Basic checks pass,https://honestairconditioning.net/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Mesa-AZ,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,description not visible; fewer than 10 images,No,No,https://www.google.com/maps/search/?api=1&query=Honest%20Air%20Inc.&query_place_id=ChIJ6R_870mkK4cRKyjIgpBKnvg,ChIJ6R_870mkK4cRKyjIgpBKnvg,HVAC contractor Mesa AZ,2026-07-10T03:39:27.867Z,0,1,,,,84,84,97
phone:+16024691824,54,49,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,14,8,2,15,10,Alan's Air,hvac contractor,HVAC contractor,Yes,Target service category,(602) 469-1824,+16024691824,nonFixedVoip,Bandwidth/RingCentral Messaging - Sinch,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Mesa,Mesa,Arizona,2451 W Birchwood Ave #113,85202,4.8,170,7,7,170,170 reviews vs 170 median in this Google result set,https://www.alansairplumbingaz.com/,alansairplumbingaz.com,Basic technical checks pass,Yes,Basic checks pass,https://www.alansairplumbingaz.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Alan's%20Air&query_place_id=ChIJfzUVWdMLK4cRdmSO6iaLkW8,ChIJfzUVWdMLK4cRdmSO6iaLkW8,HVAC contractor Mesa AZ,2026-07-10T03:39:25.086Z,0,1,,,,86,86,98
phone:+14809691040,54,49,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,16,6,2,15,10,Kendall Plumbing & Rooter,plumber,Plumber,Yes,Target service category,(480) 969-1040,+14809691040,fixedVoip,Comcast,landline,VoIP - fixed,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Mesa,Mesa,Arizona,123 N Centennial Way Ste 146,85201,4.9,185,7,7,351,185 reviews vs 351 median in this Google result set,http://www.kendallplumbingandrooter.com/,kendallplumbingandrooter.com,Basic technical checks pass,Yes,Basic checks pass,https://www.kendallplumbingandrooter.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Kendall%20Plumbing%20%26%20Rooter&query_place_id=ChIJZ_O1nsOnK4cRwn4yMSCXVAk,ChIJZ_O1nsOnK4cRwn4yMSCXVAk,plumber Mesa AZ,2026-07-10T03:39:18.561Z,0,1,,,,88,88,99
