lead_id,priority_score,normalized_need_score,qualification,qualification_reason,confidence_score,review_opportunity_score,profile_gap_score,website_opportunity_score,business_value_score,reachability_score,business_name,niche,google_primary_category,category_fit,category_assessment,phone,phone_e164,line_type,carrier_name,cell_status,phone_queue,potential_owner_name,owner_source_url,owner_confidence,contact_window_estimate,city,market_city,state,street,postal_code,google_rating,google_reviews,google_rank_in_source_query,source_query_result_count,source_query_median_reviews,review_gap_summary,website,website_domain,website_opportunity,website_audited,website_audit_status,website_final_url,website_http_status,website_has_mobile_viewport,website_uses_wordpress,entry_offer,core_offer,website_offer,public_demand_proxy,profile_claimed_signal,profile_gaps,generic_listing_risk,likely_chain_or_franchise,google_maps_url,primary_place_id,source_query,scraped_at,legacy_priority_rank,duplicate_listing_count,alternate_business_names,alternate_place_ids,alternate_phones,overall_rank,call_ready_rank,call_queue_rank
phone:+14803580124,64,64,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,28,10,2,10,9,PV Interiors Tile & Stone Cleaning,tile and grout cleaning,Floor refinishing service,Yes,Target service category,(480) 358-0124,+14803580124,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 10:00 AM-2:00 PM (estimate),,Gilbert,Arizona,,,5,15,10,10,143,15 reviews vs 143 median in this Google result set,http://scottsdaletravertinepolish.com/,scottsdaletravertinepolish.com,Basic technical checks pass,Yes,Basic checks pass,https://www.scottsdaletravertinepolish.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$399-$599/mo GBP/local visibility,"$1,500-$3,500 WordPress build",Not established,Likely claimed,hours not visible; description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=PV%20Interiors%20Tile%20%26%20Stone%20Cleaning&query_place_id=ChIJvbDfLdMAK4cRydk476JS_dM,ChIJvbDfLdMAK4cRydk476JS_dM,tile and grout cleaning Gilbert AZ,2026-07-08T07:25:18.807Z,71,1,,,,106,106,79
phone:+19286073635,64,64,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,14,6,20,10,9,#Thecleanupwoman LLC.,house cleaning,House cleaning service,Yes,Target service category,(928) 607-3635,+19286073635,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Flagstaff,Flagstaff,Arizona,601 Piccadilly Dr,86001,4.8,16,6,7,11,16 reviews vs 11 median in this Google result set,,,No website listed,Yes,No website,,,,,14-day review capture trial; $97/mo if retained,$399-$599/mo GBP/local visibility,"$1,500-$3,500 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=%23Thecleanupwoman%20LLC.&query_place_id=ChIJKSb_oWyPLYcRXEUH5Spdv6Q,ChIJKSb_oWyPLYcRXEUH5Spdv6Q,house cleaning Flagstaff AZ,2026-07-08T07:28:25.407Z,31,1,,,,107,107,80
phone:+14804307455,64,59,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,23,10,2,15,9,Greener Grass Irrigation Repair,irrigation repair,Lawn sprinkler system contractor,Yes,Target service category,(480) 430-7455,+14804307455,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Chandler,Arizona,,,4.9,33,9,10,85,33 reviews vs 85 median in this Google result set,https://greenergrassirrigationrepair.com/,greenergrassirrigationrepair.com,Basic technical checks pass,Yes,Basic checks pass,https://greenergrassirrigationrepair.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,hours not visible; description not visible,No,No,https://www.google.com/maps/search/?api=1&query=Greener%20Grass%20Irrigation%20Repair&query_place_id=ChIJU_k77_epK4cRnTP9mvqjc-I,ChIJU_k77_epK4cRnTP9mvqjc-I,irrigation repair Chandler AZ,2026-07-08T07:23:14.975Z,291,1,,,,108,108,81
phone:+16022951929,64,59,Call ready,Callable local service business with a measurable review/profile/website opportunity,90,7,10,20,15,8,Paradise Landscape & Irrigation,irrigation repair,Landscaper,Yes,Target service category,(602) 295-1929,+16022951929,mobile,"T-Mobile USA, Inc.",CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Chandler,Arizona,,,4.8,143,6,10,85,143 reviews vs 85 median in this Google result set,,,No website listed,Yes,No website,,,,,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,hours not visible; description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Paradise%20Landscape%20%26%20Irrigation&query_place_id=ChIJ_ZNT-hyqK4cRl_BLAh2DbL8,ChIJ_ZNT-hyqK4cRl_BLAh2DbL8,irrigation repair Chandler AZ,2026-07-08T07:23:16.760Z,167,1,,,,111,111,82
phone:+14808050605,63,60,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,23,10,2,13,10,A1 Best Appliance Repair,appliance repair,Appliance repair service,Yes,Target service category,(480) 805-0605,+14808050605,mobile,T-Mobile USA,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Phoenix,Phoenix,Arizona,3218 W Fremont Rd.,85041,4.8,81,7,10,259,81 reviews vs 259 median in this Google result set,https://www.a1bestappliancerepair.com/,a1bestappliancerepair.com,Basic technical checks pass,Yes,Basic checks pass,https://www.a1bestappliancerepair.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=A1%20Best%20Appliance%20Repair&query_place_id=ChIJjRmK2CMTK4cREsLEeTNcLmE,ChIJjRmK2CMTK4cREsLEeTNcLmE,appliance repair Phoenix AZ,2026-07-08T07:27:29.104Z,414,1,,,,123,123,83
phone:+14809005004,62,59,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,28,4,2,13,10,A1 Affordable Appliance Repair,appliance repair,Used appliance store,Yes,Target service category,(480) 900-5004,+14809005004,mobile,"Onvoy, LLC",CELL,Mobile verified,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Gilbert,Gilbert,Arizona,2309 E Pinto Dr,85296,5,5,13,10,94.5,5 reviews vs 95 median in this Google result set,https://www.mrappliance.com/,mrappliance.com,Basic technical checks pass,Yes,Basic checks pass,https://www.mrappliance.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible,No,No,https://www.google.com/maps/search/?api=1&query=A1%20Affordable%20Appliance%20Repair&query_place_id=ChIJQcBa1-qvK4cRwSrGRTBeRwc,ChIJQcBa1-qvK4cRwSrGRTBeRwc,appliance repair Gilbert AZ,2026-07-08T07:25:26.416Z,178,1,,,,128,128,84
phone:+14808161937,62,62,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,29,6,2,10,10,Dr. Clean Tile & Carpet,tile and grout cleaning,Carpet cleaning service,Yes,Target service category,(480) 816-1937,+14808161937,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 10:00 AM-2:00 PM (estimate),Gilbert,Gilbert,Arizona,2288 E Chapala St,85234,4.8,20,4,10,143,20 reviews vs 143 median in this Google result set,http://drcleantile.com/,drcleantile.com,Basic technical checks pass,Yes,Basic checks pass,https://drcleantile.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$399-$599/mo GBP/local visibility,"$1,500-$3,500 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Dr.%20Clean%20Tile%20%26%20Carpet&query_place_id=ChIJsbxjA8GuK4cRcmM5LNsbymw,ChIJsbxjA8GuK4cRcmM5LNsbymw,tile and grout cleaning Gilbert AZ,2026-07-08T07:26:09.962Z,131,1,,,,130,130,85
phone:+16025156767,62,62,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,27,8,2,10,10,Western Cleaning Solutions,house cleaning,Janitorial service,Yes,Target service category,(602) 515-6767,+16025156767,mobile,"T-Mobile USA, Inc.",CELL,Mobile verified,,,Not found,Tue-Thu 10:00 AM-2:00 PM (estimate),Tempe,Tempe,Arizona,4700 S Mill Ave #5,85282,5,23,9,10,241.5,23 reviews vs 242 median in this Google result set,http://westerncleaningsolutions.com/,westerncleaningsolutions.com,Basic technical checks pass,Yes,Basic checks pass,https://www.westerncleaningsolutions.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$399-$599/mo GBP/local visibility,"$1,500-$3,500 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Western%20Cleaning%20Solutions&query_place_id=ChIJ2YLP2C6pK4cRGKd9MlLyIGg,ChIJ2YLP2C6pK4cRGKd9MlLyIGg,house cleaning Tempe AZ,2026-07-08T07:26:27.958Z,134,1,,,,131,131,86
phone:+14803522987,62,62,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,25,10,2,10,10,AriStone Tile and Grout Cleaning,tile and grout cleaning,Floor refinishing service,Yes,Target service category,(480) 352-2987,+14803522987,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 10:00 AM-2:00 PM (estimate),Chandler,Chandler,Arizona,1501 W El Alba Way,85224,4.5,48,8,10,143,48 reviews vs 143 median in this Google result set,http://www.tileandgroutcleaningaz.com/,tileandgroutcleaningaz.com,Basic technical checks pass,Yes,Basic checks pass,https://www.tileandgroutcleaningaz.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$399-$599/mo GBP/local visibility,"$1,500-$3,500 WordPress build",Not established,Likely claimed,description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=AriStone%20Tile%20and%20Grout%20Cleaning&query_place_id=ChIJsXvlPXEHK4cRzyd5fkkYV1s,ChIJsXvlPXEHK4cRzyd5fkkYV1s,tile and grout cleaning Gilbert AZ,2026-07-08T07:26:04.624Z,149,2,"AriStone Travertine Cleaning, Sealing & Polishing",ChIJr248DcwLK4cRK_Kc4vQPnsY,,134,134,87
phone:+16027546303,61,58,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,27,4,2,13,10,Global HVAC and Appliances LLC,appliance repair,HVAC contractor,Yes,Target service category,(602) 754-6303,+16027546303,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Peoria,Peoria,Arizona,7014 W Cameron Dr,85345,5,39,7,10,200.5,39 reviews vs 201 median in this Google result set,https://globalhvacandappliances.com/,globalhvacandappliances.com,Basic technical checks pass,Yes,Basic checks pass,https://globalhvacandappliances.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible,No,No,https://www.google.com/maps/search/?api=1&query=Global%20HVAC%20and%20Appliances%20LLC&query_place_id=ChIJFY6uOZxpK4cRe33wMXIxVLY,ChIJFY6uOZxpK4cRe33wMXIxVLY,appliance repair Peoria AZ,2026-07-08T07:26:14.450Z,300,1,,,,139,139,88
phone:+16029996770,61,56,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,19,10,2,15,10,BlueDune Pools Service and Repair,pool service,Pool cleaning service,Yes,Target service category,(602) 999-6770,+16029996770,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Tempe,Tempe,Arizona,803 W 9th St,85281,5,42,4,10,74.5,42 reviews vs 75 median in this Google result set,http://www.bluedunepools.com/,bluedunepools.com,Basic technical checks pass,Yes,Basic checks pass,https://bluedunepools.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Now: Usually a little busy,Likely claimed,description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=BlueDune%20Pools%20Service%20and%20Repair&query_place_id=ChIJMSM1TQTXGC4RfkRRUOeN-20,ChIJMSM1TQTXGC4RfkRRUOeN-20,pool service Tempe AZ,2026-07-08T07:25:10.688Z,105,1,,,,140,140,89
phone:+16028771104,61,58,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,27,4,2,13,10,Phoenix Garage Door Repair,garage door repair,Garage door supplier,Yes,Target service category,(602) 877-1104,+16028771104,mobile,"T-Mobile USA, Inc.",CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Phoenix,Phoenix,Arizona,617 E Deepdale Rd,85022,5,44,12,6,289,44 reviews vs 289 median in this Google result set,https://nbgaragedoorrepair.com/?utm_source=Google&utm_medium=GMB&utm_campaign=Phoenix,nbgaragedoorrepair.com,Basic technical checks pass,Yes,Basic checks pass,https://nbgaragedoorrepair.com/?utm_source=Google&utm_medium=GMB&utm_campaign=Phoenix,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible,No,No,https://www.google.com/maps/search/?api=1&query=Phoenix%20Garage%20Door%20Repair&query_place_id=ChIJE-9ePX3MvW0Rn2T4tLtgqak,ChIJE-9ePX3MvW0Rn2T4tLtgqak,garage door repair Phoenix AZ,2026-07-08T07:28:26.436Z,303,1,,,,141,141,90
phone:+14807039963,61,58,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,25,6,2,13,10,A Always Open Garage Doors,garage door repair,Garage door supplier,Yes,Target service category,(480) 703-9963,+14807039963,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Scottsdale,Scottsdale,Arizona,7974 E Vía Bonita,85258,4.8,52,5,8,205.5,52 reviews vs 206 median in this Google result set,https://www.aalwaysopengaragedoors.com/,aalwaysopengaragedoors.com,Basic technical checks pass,Yes,Basic checks pass,https://www.aalwaysopengaragedoors.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=A%20Always%20Open%20Garage%20Doors&query_place_id=ChIJoezCSisLK4cRtCeHLsRhtP0,ChIJoezCSisLK4cRtCeHLsRhtP0,garage door repair Scottsdale AZ,2026-07-08T07:28:34.650Z,309,1,,,,142,142,91
phone:+14802695620,61,56,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,23,6,2,15,10,Good Life Pool and Spa Care LLC,pool service,Pool cleaning service,Yes,Target service category,(480) 269-5620,+14802695620,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Mesa,Mesa,Arizona,913 N Orlando,85205,5,56,3,9,123,56 reviews vs 123 median in this Google result set,https://www.goodlifepoolcare.com/?utm_source=gbp&utm_medium=organic,goodlifepoolcare.com,Basic technical checks pass,Yes,Basic checks pass,https://www.goodlifepoolcare.com/?utm_source=gbp&utm_medium=organic,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Good%20Life%20Pool%20and%20Spa%20Care%20LLC&query_place_id=ChIJg1bChqivK4cRUim9lJAMH4U,ChIJg1bChqivK4cRUim9lJAMH4U,pool service Mesa AZ,2026-07-08T07:27:44.435Z,315,1,,,,143,143,92
phone:+14809690332,61,61,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,23,12,2,10,9,Mesa Carpet Cleaners - Mesa Arizona,carpet cleaning,Carpet cleaning service,Yes,Target service category,(480) 969-0332,+14809690332,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 10:00 AM-2:00 PM (estimate),,Mesa,Arizona,,,5,28,1,10,80,28 reviews vs 80 median in this Google result set,https://www.mesacarpetcleanersaz.com/,mesacarpetcleanersaz.com,Basic technical checks pass,Yes,Basic checks pass,https://mesacarpetcleanersaz.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$399-$599/mo GBP/local visibility,"$1,500-$3,500 WordPress build",Not established,Likely claimed,hours not visible; description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Mesa%20Carpet%20Cleaners%20-%20Mesa%20Arizona&query_place_id=ChIJ0b2twzuxK4cRdj6BJw2hZhk,ChIJ0b2twzuxK4cRdj6BJw2hZhk,carpet cleaning Mesa AZ,2026-07-08T07:27:43.605Z,332,1,,,,149,149,93
phone:+16023584824,60,60,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,25,8,2,10,10,Steam Right Cleaning,carpet cleaning,Carpet cleaning service,Yes,Target service category,(602) 358-4824,+16023584824,mobile,"T-Mobile USA, Inc.",CELL,Mobile verified,,,Not found,Tue-Thu 10:00 AM-2:00 PM (estimate),Chandler,Chandler,Arizona,3005 N Comanche Dr,85224,4.5,21,10,8,73,21 reviews vs 73 median in this Google result set,https://www.steamrightcleaning.com/,steamrightcleaning.com,Basic technical checks pass,Yes,Basic checks pass,https://www.steamrightcleaning.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$399-$599/mo GBP/local visibility,"$1,500-$3,500 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Steam%20Right%20Cleaning&query_place_id=ChIJn5ioRcQFK4cReK8xjdRR-4w,ChIJn5ioRcQFK4cReK8xjdRR-4w,carpet cleaning Chandler AZ,2026-07-08T07:28:04.328Z,328,1,,,,153,153,94
phone:+16232970216,60,60,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,23,10,2,10,10,Grand Canyon State Cleaning,house cleaning,House cleaning service,Yes,Target service category,(623) 297-0216,+16232970216,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 10:00 AM-2:00 PM (estimate),Surprise,Surprise,Arizona,18147 W Ida Ln,85387,5,22,11,10,70,22 reviews vs 70 median in this Google result set,http://www.grandcanyoncleaning.com/,grandcanyoncleaning.com,Basic technical checks pass,Yes,Basic checks pass,https://www.grandcanyoncleaning.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$399-$599/mo GBP/local visibility,"$1,500-$3,500 WordPress build",Not established,Likely claimed,description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Grand%20Canyon%20State%20Cleaning&query_place_id=ChIJUzJ_V0hRK4cRpWpI8Il6kiM,ChIJUzJ_V0hRK4cRpWpI8Il6kiM,house cleaning Surprise AZ,2026-07-08T07:27:24.654Z,133,1,,,,154,154,95
phone:+14807104110,60,60,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,27,6,2,10,10,"Elite Floor & Furniture Cleaning, LLC",carpet cleaning,Carpet cleaning service,Yes,Target service category,(480) 710-4110,+14807104110,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 10:00 AM-2:00 PM (estimate),Tempe,Tempe,Arizona,925 W Baseline Rd,85282,4.9,51,10,9,328,51 reviews vs 328 median in this Google result set,http://eliteclng.com/,eliteclng.com,Basic technical checks pass,Yes,Basic checks pass,https://www.eliteclng.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$399-$599/mo GBP/local visibility,"$1,500-$3,500 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Elite%20Floor%20%26%20Furniture%20Cleaning%2C%20LLC&query_place_id=ChIJy1x2y_8FK4cRjKNVnJYTiLo,ChIJy1x2y_8FK4cRjKNVnJYTiLo,tile and grout cleaning Tempe AZ,2026-07-08T07:28:04.237Z,152,1,,,,156,156,96
phone:+19285422313,60,55,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,19,10,2,15,9,Adolfo's Landscaping & Irrigation,irrigation repair,Landscape designer,Yes,Target service category,(928) 542-2313,+19285422313,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Surprise,Arizona,,,5,28,11,8,35.5,28 reviews vs 36 median in this Google result set,https://www.adolfoslandscape.com/,adolfoslandscape.com,Basic technical checks pass,Yes,Basic checks pass,https://www.adolfoslandscape.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,hours not visible; description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Adolfo's%20Landscaping%20%26%20Irrigation&query_place_id=ChIJs2O9Z4xDK4cR--KdKOYFZmc,ChIJs2O9Z4xDK4cR--KdKOYFZmc,irrigation repair Surprise AZ,2026-07-08T07:28:38.123Z,286,1,,,,161,161,97
phone:+16025855055,60,55,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,19,10,2,15,9,ASP - America's Swimming Pool Company of Tempe,pool service,Swimming pool contractor,Yes,Target service category,(602) 585-5055,+16025855055,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Tempe,Arizona,,,4.9,38,10,10,74.5,38 reviews vs 75 median in this Google result set,https://www.asppoolco.com/tempe/,asppoolco.com,Basic technical checks pass,Yes,Basic checks pass,https://www.asppoolco.com/tempe/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,hours not visible; description not visible,No,No,https://www.google.com/maps/search/?api=1&query=ASP%20-%20America's%20Swimming%20Pool%20Company%20of%20Tempe&query_place_id=ChIJnWntRfqWJq8R-fPl7SADSMo,ChIJnWntRfqWJq8R-fPl7SADSMo,pool service Tempe AZ,2026-07-08T07:24:57.604Z,299,1,,,,162,162,98
phone:+16023910978,60,57,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,21,10,2,13,9,Spring King Garage Door Service Company,garage door repair,Garage door supplier,Yes,Target service category,(602) 391-0978,+16023910978,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Chandler,Arizona,,,4.9,139,6,7,318,139 reviews vs 318 median in this Google result set,http://www.springkingaz.com/,springkingaz.com,Basic technical checks pass,Yes,Basic checks pass,https://www.springkingaz.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,hours not visible; description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Spring%20King%20Garage%20Door%20Service%20Company&query_place_id=ChIJdY77XCGqK4cRpH-AGh1P7-g,ChIJdY77XCGqK4cRpH-AGh1P7-g,garage door repair Chandler AZ,2026-07-08T07:28:10.092Z,238,1,,,,164,164,99
phone:+16026794910,59,54,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,23,4,2,15,10,"Sunlit Pool Service, LLC",pool service,Pool cleaning service,Yes,Target service category,(602) 679-4910,+16026794910,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Surprise,Surprise,Arizona,15508 W Bell Rd STE 101-430,85374,5,20,10,9,55,20 reviews vs 55 median in this Google result set,http://www.sunlitpoolservice.com/,sunlitpoolservice.com,Basic technical checks pass,Yes,Basic checks pass,https://www.sunlitpoolservice.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible,No,No,https://www.google.com/maps/search/?api=1&query=Sunlit%20Pool%20Service%2C%20LLC&query_place_id=ChIJn5IKdWJFK4cR7DGufu6DB3c,ChIJn5IKdWJFK4cR7DGufu6DB3c,pool service Surprise AZ,2026-07-08T07:28:19.262Z,91,1,,,,165,165,100
